KEYWORD,INTENT,GROUPS,LABELS,VOLUME,YOY TREND,SUM TOP10 CTR,[M] FEATURES,[D] FEATURES,[M] RANK,[M] CHANGE,[M] PAGE,[M] BEST RANK,[M] BEST RANK DATE,[M] AIO Brand Mention,[M] AIO Cited Rank,[M] AIO Cited Rank Change,[M] AIO Citation Status,[M] AIO Cited URL,[D] RANK,[D] CHANGE,[D] PAGE,[D] BEST RANK,[D] BEST RANK DATE,[D] AIO Brand Mention,[D] AIO Cited Rank,[D] AIO Cited Rank Change,[D] AIO Citation Status,[D] AIO Cited URL,DIFFICULTY,OPPORTUNITY,ADDED ON
coral bay holiday villas,transactional,Cyprus | AI Overview Desktop | AI Overview Mobile,,50,25%,73%,"Ads Pack, Video Carousel, Images pack, Local pack, AI Overview","Images pack, AI Overview",3,-,https://www.solmarvillas.com/destinations/cyprus-villas/paphos-region/coral-bay,3,2025-10-16,Only Others Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/destinations/cyprus-villas/paphos-region/coral-bay,2,2025-10-16,Mentioned,4,-,,https://www.solmarvillas.com/destinations/cyprus-villas/paphos-region/coral-bay,Top10,0,2025-10-16
chania villas,transactional,Greece,,880,-28%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",3,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/crete/chania,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/crete/chania,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas in sami kefalonia,transactional,Greece,,170,-33%,68%,"Video Carousel, Images pack, Questions, Hotels",Hotels,3,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/kefalonia/sami,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/kefalonia/sami,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
luxury latchi villas,navigational,Cyprus,Brands,390,0%,99%,"Images pack, Questions",Images pack,4,-,https://www.solmarvillas.com/destinations/cyprus-villas/paphos-region/latchi,4,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,5,-,https://www.solmarvillas.com/destinations/cyprus-villas/paphos-region/latchi,5,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,N/A,2025-10-16
self catering holidays in kefalonia,transactional,Greece | AI Overview Mobile,Seasonal,320,0%,72%,"Images pack, Local pack, AI Overview","Ads Pack Down, Local pack",3,-,https://www.solmarvillas.com/destinations/greece-villas/kefalonia/self-catering-holidays-in-kefalonia,3,2025-10-16,Only Others Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/destinations/greece-villas/kefalonia/self-catering-holidays-in-kefalonia,2,2025-10-16,Only Others Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas in greece near beach,commercial,Greece,,70,-22%,63%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",2,-,https://www.solmarvillas.com/destinations/greece-villas/beachfront-villas-in-greece,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/destinations/greece-villas/beachfront-villas-in-greece,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
beach front villas greece,commercial,Greece,,50,-29%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",3,-,https://www.solmarvillas.com/destinations/greece-villas/beachfront-villas-in-greece,3,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/destinations/greece-villas/beachfront-villas-in-greece,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
luxury villas gozo,transactional,Malta and Gozo,,50,-44%,85%,"Video Carousel, Images pack, Questions, Hotels","Images pack, Local pack",3,-,https://www.solmarvillas.com/destinations/malta-gozo-villas/gozo,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/malta-gozo-villas/gozo,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villa madeira,transactional,Portugal,Seasonal,390,-19%,51%,"Video Carousel, Images pack, Questions, Hotels","Images pack, Hotels",3,-,https://www.solmarvillas.com/destinations/portugal-villas/madeira,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/portugal-villas/madeira,3,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
beach villas cyprus,transactional,Cyprus,,480,-68%,76%,"Images pack, Hotels","Images pack, Hotels",4,-,https://www.solmarvillas.com/destinations/cyprus-villas/beach-villas-in-cyprus,4,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/cyprus-villas/beach-villas-in-cyprus,3,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
costa verde portugal villas,transactional,Portugal | AI Overview Desktop | AI Overview Mobile,,30,200%,75%,"Images pack, AI Overview","Images pack, AI Overview",1,-,https://www.solmarvillas.com/destinations/portugal-villas/costa-verde,1,2025-10-16,Only Others Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/destinations/portugal-villas/costa-verde,1,2025-10-16,Only Others Mentioned,1,-,,https://www.solmarvillas.com/destinations/portugal-villas/costa-verde,Top10,0,2025-10-16
villas to rent in ibiza,transactional,Spain,,1600,-23%,68%,"Video Carousel, Hotels",Hotels,3,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/ibiza,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/ibiza,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas for hire in turkey,commercial,Turkey,,720,-55%,67%,"Images pack, Questions, Hotels","Images pack, Hotels",1,-,https://www.solmarvillas.com/destinations/turkey-villas,1,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/destinations/turkey-villas,1,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas to rent in lindos,transactional,Greece,,30,50%,68%,Hotels,Hotels,3,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/rhodes/lindos,3,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/rhodes/lindos,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
kefalonia holidays,transactional,Greece | AI Overview Mobile,Seasonal,12100,22%,85%,"Video Carousel, Featured Snippet, Questions, AI Overview","Images pack, Questions",100,-,N/A,100,N/A,Only Others Mentioned,Not Cited,-,,Not Cited,66,-,https://www.solmarvillas.com/,66,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,Easy,10,2025-10-16
rhodes holidays,transactional,Greece,Seasonal,14800,-18%,97%,"Video Carousel, Images pack, Questions","Images pack, Questions",95,-,https://www.solmarvillas.com/,95,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,91,-,https://www.solmarvillas.com/,91,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,10,2025-10-16
holidays to italy,transactional,Italy | AI Overview Desktop | AI Overview Mobile,,33100,0%,0%,"Video Carousel, Images pack, Questions, AI Overview","Questions, AI Overview",100,-,https://www.solmarvillas.com/destinations/italy-villas,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/destinations/italy-villas,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,10,2025-10-16
villas in portugal,transactional,Portugal,,9900,-18%,68%,"Images pack, Hotels","Ads Pack Down, Images pack, Hotels",9,-,https://www.solmarvillas.com/destinations/portugal-villas,8,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,8,-,https://www.solmarvillas.com/destinations/portugal-villas,8,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,10,2025-10-16
tuscany villas,transactional,Italy,,2900,0%,90%,"Video Carousel, Images pack, Questions, Hotels","Images pack, Questions",12,-,https://www.solmarvillas.com/destinations/italy-villas/tuscany,12,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,13,-,https://www.solmarvillas.com/destinations/italy-villas/tuscany,12,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,10,2025-10-16
greece holidays 2026,transactional,Greece,,1300,3757%,98%,"Video Carousel, Images pack, Questions","Images pack, Questions",77,-,https://www.solmarvillas.com/,77,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,75,-,https://www.solmarvillas.com/,75,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,9,2025-10-16
italy holidays 2026,transactional,Italy | AI Overview Mobile,,1000,3900%,87%,"Images pack, Featured Snippet, Questions, AI Overview",Questions,81,-,https://www.solmarvillas.com/,81,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,93,-,https://www.solmarvillas.com/,93,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,Easy,9,2025-10-16
portugal holidays 2026,transactional,Portugal | AI Overview Mobile,,880,5700%,86%,"Images pack, Featured Snippet, Questions, AI Overview",Questions,87,-,https://www.solmarvillas.com/,87,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,84,-,https://www.solmarvillas.com/,84,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,Easy,9,2025-10-16
italy villa,transactional,Italy | AI Overview Mobile,,2900,-19%,78%,"Video Carousel, Images pack, Questions, Hotels, AI Overview","Images pack, Hotels",7,-,https://www.solmarvillas.com/destinations/italy-villas,7,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,8,-,https://www.solmarvillas.com/destinations/italy-villas,8,2025-10-16,Only Others Mentioned,Not Cited,-,,Not Cited,Top10,9,2025-10-16
italian villas with pool,commercial,Italy,,1900,0%,72%,"Images pack, Hotels","Images pack, Hotels",24,-,https://www.solmarvillas.com/,24,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,32,-,https://www.solmarvillas.com/,32,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,9,2025-10-16
algarve villa rental,commercial,Portugal,,2400,-21%,68%,"Images pack, Hotels",Hotels,78,-,https://www.solmarvillas.com/destinations/portugal-villas/algarve,8,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,12,-,https://www.solmarvillas.com/destinations/portugal-villas/algarve,9,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,8,2025-10-16
marbella villas,transactional,Spain,,4400,-18%,72%,"Video Carousel, Images pack, Hotels",Hotels,6,-,https://www.solmarvillas.com/destinations/spain-villas/mainland-spain/costa-del-sol/marbella,6,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,4,-,https://www.solmarvillas.com/destinations/spain-villas/mainland-spain/costa-del-sol/marbella,4,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,8,2025-10-16
villas in italy with private pool,commercial,Italy | AI Overview Mobile,,1300,30%,69%,"Video Carousel, Images pack, Local pack, AI Overview","Images pack, Hotels",16,-,https://www.solmarvillas.com/,15,2025-10-16,Only Others Mentioned,Not Cited,-,,Not Cited,17,-,https://www.solmarvillas.com/,13,2025-10-16,Only Others Mentioned,Not Cited,-,,Not Cited,Easy,8,2025-10-16
holidays in kefalonia,informational,Greece,Seasonal,1000,0%,97%,"Video Carousel, Images pack, Questions","Images pack, Questions",71,-,https://www.solmarvillas.com/,71,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,76,-,https://www.solmarvillas.com/,76,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,8,2025-10-16
holiday rentals italy,transactional,Italy,,1300,0%,71%,"Video Carousel, Images pack, Questions, Hotels",Hotels,83,-,https://www.solmarvillas.com/,83,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,85,-,https://www.solmarvillas.com/,85,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,7,2025-10-16
holiday houses italy,transactional,Italy,,1300,0%,68%,"Images pack, Hotels","Images pack, Hotels",60,-,https://www.solmarvillas.com/destinations/italy-villas,60,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,61,-,https://www.solmarvillas.com/destinations/italy-villas,61,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,7,2025-10-16
corfu holidays,transactional,Greece | AI Overview Desktop | AI Overview Mobile,Seasonal,9900,-18%,73%,"Video Carousel, Images pack, Questions, AI Overview","Questions, AI Overview",87,-,https://www.solmarvillas.com/,87,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/corfu,100,N/A,Only Others Mentioned,Not Cited,-,,Not Cited,Hard,7,2025-10-16
tuscany villa holidays,transactional,Italy,,1000,-28%,98%,"Video Carousel, Questions",Questions,12,-,https://www.solmarvillas.com/destinations/italy-villas/tuscany,12,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,15,-,https://www.solmarvillas.com/destinations/italy-villas/tuscany,15,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,7,2025-10-16
portugal holiday villas to rent,transactional,Portugal,,1600,-33%,68%,"Video Carousel, Hotels",Hotels,10,-,https://www.solmarvillas.com/destinations/portugal-villas,10,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,10,-,https://www.solmarvillas.com/destinations/portugal-villas,10,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,7,2025-10-16
corfu places to visit,informational,Greece | AI Overview Desktop,Seasonal,6600,-18%,80%,"Video Carousel, Images pack, Questions","Questions, AI Overview",100,-,https://www.solmarvillas.com/inspiration/destination-guides/places-to-visit-in-corfu,100,N/A,Only Others Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/inspiration/destination-guides/places-to-visit-in-corfu,100,N/A,Only Others Mentioned,Not Cited,-,,Not Cited,Hard,6,2025-10-16
villas in carvoeiro,commercial,Portugal,,1600,-33%,68%,"Video Carousel, Hotels","Images pack, Hotels",8,-,https://www.solmarvillas.com/destinations/portugal-villas/algarve/carvoeiro,6,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,7,-,https://www.solmarvillas.com/destinations/portugal-villas/algarve/carvoeiro,7,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,6,2025-10-16
villas in sardinia with private pool,commercial,Italy | AI Overview Mobile,,480,23%,87%,"Images pack, AI Overview","Images pack, Questions",28,-,https://www.solmarvillas.com/destinations/italy-villas/sardinia,28,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,25,-,https://www.solmarvillas.com/destinations/italy-villas/sardinia,25,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,Easy,6,2025-10-16
south of france villas with private pools,commercial,France,,720,0%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",20,-,https://www.solmarvillas.com/destinations/france-villas/south-of-france,19,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,19,-,https://www.solmarvillas.com/destinations/france-villas/south-of-france,19,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,6,2025-10-16
large villas in portugal,commercial,Portugal,,480,0%,100%,"Video Carousel, Images pack, Local pack",Images pack,18,-,https://www.solmarvillas.com/destinations/portugal-villas,16,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,16,-,https://www.solmarvillas.com/destinations/portugal-villas,16,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,6,2025-10-16
self catering holidays greece,transactional,Greece | AI Overview Desktop | AI Overview Mobile,,720,-12%,74%,"Images pack, Questions, AI Overview","Questions, AI Overview",15,-,https://www.solmarvillas.com/destinations/greece-villas/kefalonia/self-catering-holidays-in-kefalonia,15,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,15,-,https://www.solmarvillas.com/destinations/greece-villas/kefalonia/self-catering-holidays-in-kefalonia,15,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,Easy,6,2025-10-16
luxury villas kefalonia,commercial,Greece,,390,0%,90%,"Video Carousel, Images pack, Local pack","Images pack, Local pack",49,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/kefalonia,49,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,49,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/kefalonia,49,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,5,2025-10-16
last minute holidays greece,transactional,Greece,Seasonal,2400,0%,99%,Images pack,"Images pack, Questions",100,-,https://www.solmarvillas.com/destinations/greece-villas,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/destinations/greece-villas,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,5,2025-10-16
villas in vale do lobo to rent,transactional,Portugal,,320,22%,83%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",100,-,https://www.solmarvillas.com/destinations/portugal-villas/algarve,100,N/A,Only Others Mentioned,Not Cited,-,,Not Cited,86,-,https://www.solmarvillas.com/destinations/portugal-villas/algarve,86,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,Easy,5,2025-10-16
family holiday to italy,transactional,Italy | AI Overview Desktop | AI Overview Mobile,,2900,-17%,72%,"Questions, AI Overview","Questions, AI Overview",100,-,https://www.solmarvillas.com/destinations/italy-villas,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/destinations/italy-villas,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,4,2025-10-16
playa blanca villa,transactional,Spain,,1000,-23%,65%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",4,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/lanzarote/playa-blanca,4,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,4,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/lanzarote/playa-blanca,4,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,4,2025-10-16
algarve villas with pools,informational,Portugal,,590,-46%,72%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",17,-,https://www.solmarvillas.com/destinations/portugal-villas/algarve,17,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,17,-,https://www.solmarvillas.com/destinations/portugal-villas/algarve,17,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,4,2025-10-16
madeira things to do,informational,Portugal | AI Overview Desktop | AI Overview Mobile,,1900,19%,64%,"Video Carousel, Images pack, Questions, AI Overview","Images pack, Questions, AI Overview",100,-,https://www.solmarvillas.com/inspiration/destination-guides/10-things-do-madeira,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/inspiration/destination-guides/10-things-do-madeira,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,4,2025-10-16
best beaches in kefalonia,informational,Greece | AI Overview Desktop | AI Overview Mobile,Seasonal,1900,0%,69%,"Video Carousel, Images pack, Questions, AI Overview","Images pack, Questions, AI Overview",85,-,https://www.solmarvillas.com/,85,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/inspiration/destination-guides/things-to-do-in-kefalonia,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,4,2025-10-16
